date	id	username	text	opponent_mentioned
2020-09-30	1311379090608279552	JoeBiden	We're in Pittsburgh, Pennsylvania, for stop three of the Build Back Better Express Tour. Tune in now to watch. 	False
2020-09-30	1311374502505279489	JoeBiden	Donald Trump showed the country last night just how unfit he is to be president. If you weren't able to bear watching it, we condensed it down to one minute for you: 	True
2020-09-30	1311365694886481920	JoeBiden	I took the Amtrak from Wilmington to Washington, D.C., every day for 36 years. The journey became routine, but the hardworking men and women I met along the way became dear friends. 	False
2020-09-30	1311361668111306752	JoeBiden	Enough with the racist dog whistles, Donald. You wouldn’t know a suburb unless you took a wrong turn. 	True
2020-09-30	1311341062430945280	JoeBiden	We're in Alliance, Ohio, for stop two of the Build Back Better Express Tour. Tune in now to watch. 	False
2020-09-30	1311305227123871744	JoeBiden	All aboard! Tune in as @DrBiden and I kick off our train tour through Ohio and Pennsylvania. 	False
2020-09-30	1311278369296719872	JoeBiden	Had enough? 	False
2020-09-30	1311268302950260737	JoeBiden	There’s no other way to put it: the President of the United States refused to disavow white supremacists on the debate stage last night. 	False
2020-09-30	1311146751869550594	JoeBiden	Folks, we don't have to put up with four more years of that. 	False
2020-09-30	1311143480379371520	JoeBiden	This. This is Donald Trump's America. 	True
2020-09-30	1311138195497680898	JoeBiden	After tonight, the choice in this election has never been clearer — and with 35 days to go, the stakes have never been higher. Tomorrow marks our final end-of-quarter deadline, and we need your help to hit our goal.  Chip in to help beat Donald Trump: 	True
2020-09-30	1311137440334192640	JoeBiden	You heard a lot come out of President Trump’s mouth. Can you name one thing he said to actually make your life better?	True
2020-09-30	1311137188969545731	JoeBiden	You have it in your control to determine what this country’s gonna look like the next four years. Is it going to change –– or are you going to get four more years of these lies? 	False
2020-09-30	1311136685426577408	JoeBiden	We need a president who will bring us together — not tear us further apart. 	False
2020-09-30	1311135678974111747	JoeBiden	You determine the outcome of this election. Vote. Vote. Vote. 	False
2020-09-30	1311132658999623685	JoeBiden	Under this president, we have become weaker, sicker, poorer, more divided, and more violent.   When I was vice president, we inherited a recession, I was asked to fix it, and I did.  We left Donald Trump a booming economy, and he caused a recession. 	True
2020-09-30	1311131652303646720	JoeBiden	Go to: 	False
2020-09-30	1311129135771598854	JoeBiden	Under this president, we’ve become weaker, sicker, poorer, more divided, and more violent.	False
2020-09-30	1311128884121755648	JoeBiden	Beau Biden was not a loser. 	False
2020-09-30	1311126367614971906	JoeBiden	Donald Trump isn't a law and order president. He's a president who breaks the law and creates disorder.	True
2020-09-30	1311125864193708032	JoeBiden	Donald Trump talks a lot about the art of the deal. But under his watch, China has perfected the art of the steal. 	True
2020-09-30	1311124857921441792	JoeBiden	More jobs were created in the final three years of the Obama-Biden Administration than in the first three years of Donald Trump’s presidency.   A million and a half more jobs. 	True
2020-09-30	1311124102820687872	JoeBiden	On average, roughly 750 to 1,000 Americans are dying from COVID every day.  When Donald Trump was presented with that number, he said, “It is what it is.”  It is what it is because Donald Trump is who he is. 	True
2020-09-30	1311121082825560065	JoeBiden	Show us your tax returns, @realDonaldTrump.	True
2020-09-30	1311120831032909825	JoeBiden	Donald Trump is the worst president we've ever had.	True
2020-09-30	1311117559589220355	JoeBiden	When I hear 200,000 deaths, I think of the empty chairs at dining room tables all across the country, which just months ago were filled by loved ones.  It didn’t have to be this bad.	False
2020-09-30	1311116804773863426	JoeBiden	It is what it is because Donald Trump is who he is.	True
2020-09-30	1311115797960339456	JoeBiden	The American people deserve to have a say in who the Supreme Court nominee is. 	False
2020-09-30	1311114791201595392	JoeBiden	President Trump keeps promising to protect Americans with pre-existing conditions, but the truth is he’s in Court trying to rip their protections away.  And now, he’s trying to jam through the confirmation of a Justice who will help him get it done.  We can’t let him win.	True
2020-09-30	1311104724943347713	JoeBiden	I’m about to step on stage to debate Donald Trump for the first time. But before I do, can you chip in to show him the power of our grassroots base? Every donation — big or small — goes a long way. 	True
2020-09-30	1311095916820967424	JoeBiden	This election is Scranton vs. Park Avenue — and with your help, Scranton will win. 	False
2020-09-29	1311084592338735104	JoeBiden	It’s debate night, so I’ve got my earpiece and performance enhancers ready. 	False
2020-09-29	1311078306926788608	JoeBiden	Folks, the big night is finally here. Tune in at 9 PM ET for the first presidential debate. 	False
2020-09-29	1311064460027666444	JoeBiden	If we’re elected, @KamalaHarris and I will wake up every single morning to fight for the middle class. For Main Street. For the folks who keep our country running.  We’re going to make our government work for everyone — not just the wealthy and well-connected.	False
2020-09-29	1311044326932148225	JoeBiden	You deserve a president who tells you the truth. 	False
2020-09-29	1311034512298582017	JoeBiden	It’s grassroots donors like you who power our campaign. And I’m counting on you to help us meet our end-of-quarter fundraising goal.  If you’re able, please chip in before tomorrow night’s big deadline: 	False
2020-09-29	1310998525321383944	JoeBiden	The American people deserve transparency from their leaders, it's why as of today, I've released 22 years of my tax returns. 	False
2020-09-29	1310962034813485057	JoeBiden	With casualties rapidly mounting in and around Nagorno-Karabakh, the Trump Administration needs to call the leaders of Armenia and Azerbaijan immediately to de-escalate the situation. It must also demand others — like Turkey — stay out of this conflict. 	True
2020-09-29	1310950458912108546	JoeBiden	The American people understand the urgency of this moment. They're voting in droves because their health care hangs in the balance.  But Donald Trump doesn't care — he sees a chance to eliminate Obamacare and rip away health care protections from millions.  It's unconscionable.	True
2020-09-29	1310749886816583684	JoeBiden	I believe there's no greater economic engine in the world than the hard work and ingenuity of the American people — and I witnessed it firsthand last week in Manitowoc, Wisconsin.  Together, we're going to make sure the future is made here in America. 	False
2020-09-29	1310738562468511745	JoeBiden	Folks, this is a big week for our campaign: Tomorrow, I face Donald Trump on the debate stage for the first time — and Wednesday is our final end-of-quarter fundraising deadline.  We can't afford to fall short here. Chip in today: 	True
2020-09-28	1310730760656044033	JoeBiden	.@TheRock is right: Your vote is your voice — and it’s up to all of us to make our voices heard this November.  Make your plan to vote today:  	False
2020-09-28	1310718429733761024	JoeBiden	I'm not looking to punish anyone, but it's about time the super-wealthy and corporate America start paying their fair share.	False
2020-09-28	1310695780299096065	JoeBiden	Whether it's $7.50, $75, or $750 — every donation makes a big difference during this final stretch.  Chip in to help us get Donald Trump out of the White House: 	True
2020-09-28	1310670618795347970	JoeBiden	President Trump can claim he wants to protect people with pre-existing conditions all he wants — but the fact is he’s fighting tooth and nail to take their protections away.	True
2020-09-28	1310644190364209155	JoeBiden	How much more did you pay in taxes than President Trump?  Head to  to find out. 	True
2020-09-28	1310627077809344513	JoeBiden	Here's the deal: Until we deal with COVID-19, we'll never get our economy fully back on track, get our kids safely back to school, or get our lives back.  It's why as president, I won't waste a day getting this virus under control. 	False
2020-09-28	1310583793355431937	JoeBiden	There's no mystery when it comes to what's happening with the Supreme Court. President Trump and Republicans have been trying to throw out Obamacare for years — and now they see an opening to get it done.  We can't let them get away with it.	True
2020-09-27	1310354783518314497	JoeBiden	On this Gold Star Mother's and Family's Day, Jill and I are keeping the loved ones of our fallen heroes in our prayers. May we never fail to honor them and carry their spirit with us every day.	False
2020-09-27	1310327101183209473	JoeBiden	Jill, Kamala, Doug, and our families all extend our warmest wishes to all who observe Yom Kippur. May you have an easy and meaningful fast. And may you be sealed in the Book of Life. 	False
2020-09-27	1310313259656867840	JoeBiden	The truth is the economy wasn’t working for folks long before these crises hit. It’s why @KamalaHarris and I won’t just build back to the way things were — we’ll build back better. We won’t be satisfied until the economy starts working for everyone.	False
2020-09-27	1310249323578359808	JoeBiden	The decisions of the U.S. Supreme Court affect our everyday lives — and the American people deserve to have their voices heard when it comes to who serves on the Court. Tune in as I deliver remarks on President Trump’s nomination. 	True
2020-09-27	1310236503998595073	JoeBiden	These folks know that we can’t saddle this country with four more years of Donald Trump. 	True
2020-09-27	1310198997202632711	JoeBiden	Thank you @TheRock for your support at this critical moment for our nation.  You said it best: This election is about earning the respect of the American people. It’s about decency. It’s about electing leaders who tell the truth.  Thanks again, DJ. Next time we’re talking cars. 	False
2020-09-26	1310003720164384782	JoeBiden	In the middle of a pandemic, Donald Trump is trying to force through the confirmation of a Justice who will help him destroy Obamacare.  Health care is at stake. Protections for pre-existing conditions are at stake.  We can't let them win. 	True
2020-09-26	1309991139584270336	JoeBiden	The Senate shouldn't vote until the American people do.	False
2020-09-26	1309979812610617346	JoeBiden	Supreme Court decisions affect our everyday lives, and the Constitution was designed to give voters a voice on who makes those decisions.  The Senate shouldn't act until after the American people select their next president and the next Congress.  Americans deserve to be heard.	False
2020-09-26	1309966978006753280	JoeBiden	Today, President Trump nominated Judge Amy Coney Barrett to the Supreme Court — a jurist with a written track record of disagreeing with the Court’s decision to uphold the Affordable Care Act.  Vote like your health care is on the ballot — because it is. 	True
2020-09-26	1309949613533659136	JoeBiden	"When Ebola hit, President Obama and I took swift action and successfully contained the virus.  After COVID-19 hit, President Trump lied to the American people and said it would miraculously ""disappear.""  Now, over 200,000 lives have been cut short.  It's a national tragedy."	True
2020-09-26	1309908091249422336	JoeBiden	At this moment, we're facing both the worst public health crisis of our lifetime and the existential threat of climate change.  We need a president who believes in science.	False
2020-09-26	1309887202529177601	JoeBiden	Today is Public Lands Day and National Hunting and Fishing Day — and what better way to celebrate than the long overdue removal of William Perry Pendley from @blmnational. It's a victory for everyone who values our public lands over those who want to exploit them for profit. 	False
2020-09-26	1309869586318110721	JoeBiden	If I'm elected, I won't wait to take action on COVID-19.  Minutes after the race is called, I’ll call Dr. Fauci and ask him to stay on.  During my transition, I’ll bring together experts and leaders from both parties to chart a path forward.  We will overcome this, together.	False
2020-09-26	1309647623880466432	JoeBiden	Thanks for a great trip, Minnesota! Don’t forget that early voting is now open across the state. Head to  to make your plan to vote today. 	False
2020-09-25	1309620696293806080	JoeBiden	Today, Justice Ginsburg made history one last time — and I was grateful to be there to pay my respects. May her memory be a blessing — and may we continue to be voices for justice in her name. 	False
2020-09-25	1309614908636409856	JoeBiden	The unrelenting impact of climate change affects every single one of us.  It requires action, not denial. It requires leadership, not scapegoating.  It requires a president to meet the threshold duty of the office — to care, for everyone.	False
2020-09-25	1309598556559347713	JoeBiden	We are in the middle of a climate emergency — and every day that Donald Trump remains in the White House further threatens the future of our planet.  We have to vote him out. 	True
2020-09-25	1309579424354926595	JoeBiden	Obamacare was—and is—a big deal. As president, I’ll protect and build on it, lower health care costs, and give Americans the opportunity to choose a new public option.  We’re going to make sure everyone has access to the affordable health care they need. 	False
2020-09-25	1309561053487955968	JoeBiden	Health care is a right — not a privilege.	False
2020-09-25	1309540165862535172	JoeBiden	In the middle of a global pandemic, President Trump is trying to get the U.S. Supreme Court to eliminate Obamacare and rip health care protections away from 100 million Americans with pre-existing conditions.  Don't forget that.	True
2020-09-25	1309513490017800192	JoeBiden	Thank you, @CindyMcCain. Your support and your friendship mean the world to me. John and I didn't always agree on the issues, but we put aside our differences to find common ground and move the country forward — it's what I'll do every day as president. 	False
